absence_days,biology_score,career_aspiration,chemistry_score,economics_score,email,english_score,extracurricular_activities,first_name,gender,geography_score,history_score,id,last_name,math_score,part_time_job,physics_score,weekly_self_study_hours
2,72,Software Engineer,66,,jennifer.baker.973@gslingacademy.com,90,False,Jennifer,female,61,89,973,Baker,97,False,90,39
9,95,Business Owner,93,,suzanne.morrow.974@gslingacademy.com,50,True,Suzanne,female,70,56,974,Morrow,73,True,77,4
2,36,Artist,49,,melissa.gonzales.975@gslingacademy.com,90,True,Melissa,female,49,90,975,Gonzales,41,True,47,6
3,78,Software Engineer,60,,erik.miller.976@gslingacademy.com,94,False,Erik,male,69,74,976,Miller,98,False,88,28
1,99,Software Engineer,76,,pamela.flores.977@gslingacademy.com,77,True,Pamela,female,86,64,977,Flores,94,False,86,28
2,87,Scientist,91,,amanda.hernandez.978@gslingacademy.com,97,False,Amanda,female,100,87,978,Hernandez,91,False,96,42
2,83,Software Engineer,88,,gregory.schaefer.979@gslingacademy.com,62,False,Gregory,male,65,95,979,Schaefer,95,False,93,37
3,99,Unknown,81,,annette.logan.980@gslingacademy.com,99,True,Annette,female,83,66,980,Logan,80,False,77,24
6,87,Business Owner,79,,tamara.long.981@gslingacademy.com,89,True,Tamara,female,80,67,981,Long,79,True,57,0
7,69,Construction Engineer,96,,john.baker.982@gslingacademy.com,98,False,John,male,64,62,982,Baker,92,False,89,32
4,97,Real Estate Developer,61,,justin.lynch.983@gslingacademy.com,79,True,Justin,male,94,85,983,Lynch,82,False,96,4
3,86,Scientist,96,,daniel.knight.984@gslingacademy.com,83,False,Daniel,male,89,67,984,Knight,87,False,90,43
3,62,Software Engineer,71,,angelica.jones.985@gslingacademy.com,62,False,Angelica,female,82,85,985,Jones,98,True,94,35
2,100,Unknown,97,,lance.nelson.986@gslingacademy.com,88,True,Lance,male,99,94,986,Nelson,91,False,97,35
5,86,Software Engineer,84,,katherine.jacobson.987@gslingacademy.com,96,False,Katherine,female,92,64,987,Jacobson,96,False,91,30
8,82,Business Owner,59,,corey.taylor.988@gslingacademy.com,76,True,Corey,male,81,97,988,Taylor,81,True,54,5
0,95,Game Developer,84,,laura.russell.989@gslingacademy.com,84,False,Laura,female,65,87,989,Russell,89,False,85,27
1,84,Banker,76,,arthur.harris.990@gslingacademy.com,79,False,Arthur,male,84,100,990,Harris,90,False,76,31
1,77,Unknown,70,,victoria.garcia.991@gslingacademy.com,76,True,Victoria,female,89,68,991,Garcia,66,False,87,14
6,67,Business Owner,91,,david.gonzales.992@gslingacademy.com,71,True,David,male,76,92,992,Gonzales,74,False,72,3
2,68,Software Engineer,69,,charles.thomas.993@gslingacademy.com,98,False,Charles,male,62,99,993,Thomas,98,True,87,26
1,97,Doctor,83,,oscar.gonzalez.994@gslingacademy.com,65,True,Oscar,male,76,68,994,Gonzalez,72,False,72,47
2,80,Game Developer,63,,sarah.miller.995@gslingacademy.com,79,False,Sarah,female,83,71,995,Miller,85,False,83,27
1,98,Software Engineer,67,,eric.davis.996@gslingacademy.com,93,True,Eric,male,89,87,996,Davis,93,True,86,35
3,87,Accountant,98,89.0,patrick.martin.997@gslingacademy.com,76,True,Patrick,male,76,79,997,Martin,97,False,72,20
6,98,Business Owner,80,,susan.schmidt.998@gslingacademy.com,83,True,Susan,female,78,64,998,Schmidt,77,True,72,3
5,73,Software Engineer,74,,brett.bell.999@gslingacademy.com,74,False,Brett,male,81,87,999,Bell,90,True,89,26
1,89,Real Estate Developer,84,,dennis.summers.1000@gslingacademy.com,65,True,Dennis,male,90,83,1000,Summers,79,False,67,5
10,77,Business Owner,72,,brandon.smith.1001@gslingacademy.com,78,True,Brandon,male,84,51,1001,Smith,81,False,57,0
10,92,Real Estate Developer,88,,nicole.williams.1002@gslingacademy.com,96,True,Nicole,female,93,74,1002,Williams,78,False,80,9
10,53,Business Owner,54,,rachel.frye.1003@gslingacademy.com,99,True,Rachel,female,73,90,1003,Frye,72,False,79,4
3,81,Software Engineer,94,,tyler.cabrera.1004@gslingacademy.com,84,False,Tyler,male,74,90,1004,Cabrera,98,False,89,37
9,58,Business Owner,89,,maureen.jones.1005@gslingacademy.com,81,True,Maureen,female,73,95,1005,Jones,73,False,88,3
3,84,Scientist,91,,pamela.green.1006@gslingacademy.com,77,False,Pamela,female,98,91,1006,Green,88,False,96,39
0,62,Construction Engineer,85,,jeffery.mcdonald.1007@gslingacademy.com,98,False,Jeffery,male,81,63,1007,Mcdonald,94,False,92,13
0,63,Unknown,62,,austin.matthews.1008@gslingacademy.com,76,False,Austin,male,93,79,1008,Matthews,83,False,91,19
2,95,Real Estate Developer,74,,jacqueline.allen.1009@gslingacademy.com,77,True,Jacqueline,female,92,73,1009,Allen,84,False,90,10
2,97,Unknown,60,,joanna.dominguez.1010@gslingacademy.com,64,False,Joanna,female,63,68,1010,Dominguez,74,True,71,29
3,74,Lawyer,92,,brian.griffin.1011@gslingacademy.com,93,True,Brian,male,63,96,1011,Griffin,81,False,71,31
3,94,Game Developer,81,,dean.lee.1012@gslingacademy.com,75,True,Dean,male,72,92,1012,Lee,93,False,88,24
0,79,Banker,77,,denise.rodriguez.1013@gslingacademy.com,95,True,Denise,female,92,66,1013,Rodriguez,89,False,72,29
3,100,Unknown,65,,brendan.rivera.1014@gslingacademy.com,92,False,Brendan,male,64,78,1014,Rivera,65,True,82,34
10,75,Business Owner,77,,jackson.smith.1015@gslingacademy.com,93,True,Jackson,male,84,61,1015,Smith,76,True,60,4
3,77,Designer,67,,craig.weber.1016@gslingacademy.com,79,True,Craig,male,91,70,1016,Weber,93,False,80,17
2,65,Software Engineer,84,,joseph.carpenter.1017@gslingacademy.com,86,False,Joseph,male,93,69,1017,Carpenter,98,False,86,35
3,92,Unknown,73,,sarah.tucker.1018@gslingacademy.com,82,False,Sarah,female,70,60,1018,Tucker,67,False,87,18
3,49,Accountant,72,87.0,steven.hernandez.1019@gslingacademy.com,81,False,Steven,male,72,91,1019,Hernandez,99,False,73,32
1,82,Software Engineer,96,,robert.foley.1020@gslingacademy.com,65,False,Robert,male,80,71,1020,Foley,99,False,87,27
10,66,Business Owner,86,,michael.carr.1021@gslingacademy.com,73,True,Michael,male,81,50,1021,Carr,70,False,93,0
7,87,Game Developer,88,,walter.herrera.1022@gslingacademy.com,81,False,Walter,male,68,69,1022,Herrera,89,False,81,27
3,40,Artist,36,,sarah.mckinney.1023@gslingacademy.com,80,True,Sarah,female,49,85,1023,Mckinney,47,False,42,6
3,74,Construction Engineer,68,,jacob.nguyen.1024@gslingacademy.com,64,True,Jacob,male,73,71,1024,Nguyen,88,False,89,24
4,66,Accountant,90,87.0,mary.garza.1025@gslingacademy.com,84,False,Mary,female,75,87,1025,Garza,91,False,65,27
1,97,Software Engineer,89,,jesse.hawkins.1026@gslingacademy.com,70,True,Jesse,male,71,67,1026,Hawkins,99,False,89,37
4,61,Banker,61,,jordan.boyd.1027@gslingacademy.com,82,False,Jordan,female,73,94,1027,Boyd,91,False,81,32
7,81,Business Owner,65,,latoya.mullins.1028@gslingacademy.com,80,True,Latoya,female,84,60,1028,Mullins,77,True,83,5
7,83,Unknown,77,,jill.armstrong.1029@gslingacademy.com,75,False,Jill,female,98,65,1029,Armstrong,94,False,96,7
8,70,Business Owner,82,,aaron.peterson.1030@gslingacademy.com,51,True,Aaron,male,72,82,1030,Peterson,71,True,91,1
3,69,Banker,72,,april.greene.1031@gslingacademy.com,94,False,April,female,64,75,1031,Greene,96,False,79,22
5,44,Accountant,65,91.0,theodore.gomez.1032@gslingacademy.com,80,True,Theodore,male,91,64,1032,Gomez,99,False,76,15
1,67,Government Officer,63,,john.gardner.1033@gslingacademy.com,76,False,John,male,85,91,1033,Gardner,94,False,85,12
3,91,Unknown,65,,joseph.petersen.1034@gslingacademy.com,83,True,Joseph,male,61,100,1034,Petersen,89,False,89,21
5,77,Stock Investor,87,,matthew.potter.1035@gslingacademy.com,95,False,Matthew,male,92,73,1035,Potter,89,True,74,24
7,77,Accountant,67,86.0,linda.munoz.1036@gslingacademy.com,88,False,Linda,female,70,97,1036,Munoz,96,False,61,18
6,98,Government Officer,87,,samantha.stewart.1037@gslingacademy.com,75,False,Samantha,female,90,86,1037,Stewart,78,False,100,4
6,75,Business Owner,57,,michael.reyes.1038@gslingacademy.com,62,True,Michael,male,78,71,1038,Reyes,80,True,88,5
7,93,Writer,76,,sarah.murphy.1039@gslingacademy.com,99,True,Sarah,female,97,80,1039,Murphy,68,True,72,32
8,47,Artist,46,,derrick.melton.1040@gslingacademy.com,88,True,Derrick,male,35,82,1040,Melton,49,False,45,5
2,83,Scientist,98,,donna.horne.1041@gslingacademy.com,94,False,Donna,female,83,64,1041,Horne,94,False,94,44
5,63,Lawyer,78,,natasha.butler.1042@gslingacademy.com,86,True,Natasha,female,91,97,1042,Butler,85,False,64,28
1,92,Doctor,78,,david.vasquez.1043@gslingacademy.com,64,True,David,male,68,71,1043,Vasquez,70,True,79,30
8,86,Lawyer,98,,christopher.lester.1044@gslingacademy.com,91,True,Christopher,male,75,92,1044,Lester,97,False,60,31
3,95,Software Engineer,84,,martin.franco.1045@gslingacademy.com,77,True,Martin,male,62,90,1045,Franco,99,False,85,32
2,61,Banker,98,,katherine.donaldson.1046@gslingacademy.com,92,False,Katherine,female,81,76,1046,Donaldson,87,False,87,28
2,90,Banker,63,,harold.daniels.1047@gslingacademy.com,89,False,Harold,male,96,70,1047,Daniels,79,False,82,31
3,98,Government Officer,88,,michael.anderson.1048@gslingacademy.com,82,False,Michael,male,94,85,1048,Anderson,87,True,73,7
6,97,Lawyer,60,,nichole.harrington.1049@gslingacademy.com,92,True,Nichole,female,64,95,1049,Harrington,72,False,62,28
4,98,Doctor,75,,wendy.clark.1050@gslingacademy.com,79,True,Wendy,female,62,71,1050,Clark,74,False,83,44
0,84,Unknown,90,,chelsea.taylor.1051@gslingacademy.com,88,False,Chelsea,female,95,88,1051,Taylor,62,True,87,13
2,62,Banker,82,,jeffrey.knight.1052@gslingacademy.com,87,False,Jeffrey,male,84,84,1052,Knight,93,False,86,15
3,74,Accountant,83,94.0,katelyn.watkins.1053@gslingacademy.com,74,False,Katelyn,female,74,97,1053,Watkins,95,False,97,16
1,68,Banker,69,,anne.johnston.1054@gslingacademy.com,96,False,Anne,female,63,66,1054,Johnston,75,False,61,18
1,90,Unknown,70,,rebecca.carpenter.1055@gslingacademy.com,94,False,Rebecca,female,85,93,1055,Carpenter,88,False,92,28
5,72,Lawyer,72,,ashley.baker.1056@gslingacademy.com,86,True,Ashley,female,65,94,1056,Baker,86,False,95,29
8,83,Lawyer,75,,lacey.norris.1057@gslingacademy.com,91,True,Lacey,female,80,94,1057,Norris,86,False,97,30
1,91,Software Engineer,68,,angela.moore.1058@gslingacademy.com,62,True,Angela,female,75,95,1058,Moore,91,False,85,33
0,68,Software Engineer,96,,maria.obrien.1059@gslingacademy.com,74,False,Maria,female,93,85,1059,Obrien,98,False,91,30
2,86,Software Engineer,93,,rebecca.larsen.1060@gslingacademy.com,97,False,Rebecca,female,79,72,1060,Larsen,99,False,93,37
5,98,Doctor,71,,amanda.rodriguez.1061@gslingacademy.com,80,False,Amanda,female,81,63,1061,Rodriguez,69,False,77,23
7,94,Banker,61,,patrick.clark.1062@gslingacademy.com,93,False,Patrick,male,94,60,1062,Clark,92,False,76,16
8,60,Business Owner,83,,janet.morrison.1063@gslingacademy.com,86,True,Janet,female,74,70,1063,Morrison,72,True,75,1
1,89,Scientist,93,,james.acosta.1064@gslingacademy.com,88,False,James,male,95,90,1064,Acosta,93,True,90,33
3,72,Unknown,80,,richard.burke.1065@gslingacademy.com,71,False,Richard,male,88,78,1065,Burke,79,False,69,32
0,87,Unknown,94,,donald.contreras.1066@gslingacademy.com,82,False,Donald,male,79,88,1066,Contreras,60,False,75,31
10,67,Business Owner,87,,kenneth.mendez.1067@gslingacademy.com,73,True,Kenneth,male,71,86,1067,Mendez,81,False,89,0
3,88,Banker,60,,kenneth.sparks.1068@gslingacademy.com,91,False,Kenneth,male,93,77,1068,Sparks,99,False,82,24
4,43,Accountant,82,89.0,natasha.morales.1069@gslingacademy.com,94,False,Natasha,female,88,61,1069,Morales,99,False,71,13
1,84,Unknown,82,,david.mendoza.1070@gslingacademy.com,82,False,David,male,60,72,1070,Mendoza,63,False,92,4
1,63,Business Owner,78,,melissa.wright.1071@gslingacademy.com,86,True,Melissa,female,73,86,1071,Wright,72,False,84,1
5,100,Unknown,82,,cindy.hamilton.1072@gslingacademy.com,76,False,Cindy,female,79,61,1072,Hamilton,60,False,66,27
7,58,Business Owner,53,,nancy.walker.1073@gslingacademy.com,87,True,Nancy,female,81,50,1073,Walker,71,True,68,4
7,61,Stock Investor,75,,matthew.peterson.1074@gslingacademy.com,60,False,Matthew,male,60,71,1074,Peterson,88,False,65,8
1,90,Scientist,95,,grant.mason.1075@gslingacademy.com,85,True,Grant,male,92,87,1075,Mason,89,False,91,33
2,60,Real Estate Developer,76,,david.mays.1076@gslingacademy.com,87,True,David,male,87,96,1076,Mays,84,False,83,7
9,70,Business Owner,79,,sheryl.parker.1077@gslingacademy.com,50,True,Sheryl,female,79,69,1077,Parker,80,False,58,4
2,83,Unknown,69,,ross.sanchez.1078@gslingacademy.com,89,False,Ross,male,68,67,1078,Sanchez,74,False,90,25
2,91,Software Engineer,81,,robert.barnett.1079@gslingacademy.com,87,False,Robert,male,63,84,1079,Barnett,98,False,85,32
4,72,Stock Investor,95,,dean.sims.1080@gslingacademy.com,65,False,Dean,male,91,74,1080,Sims,83,False,74,19
2,91,Software Engineer,98,,jaime.morrison.1081@gslingacademy.com,73,False,Jaime,male,74,71,1081,Morrison,96,False,91,34
3,74,Unknown,89,,regina.hernandez.1082@gslingacademy.com,76,False,Regina,female,61,72,1082,Hernandez,65,False,77,6
5,90,Business Owner,81,,margaret.smith.1083@gslingacademy.com,80,True,Margaret,female,74,99,1083,Smith,76,True,87,4
9,82,Lawyer,60,,kyle.garcia.1084@gslingacademy.com,91,True,Kyle,male,83,94,1084,Garcia,91,False,79,34
3,100,Lawyer,66,,trevor.stark.1085@gslingacademy.com,85,True,Trevor,male,91,94,1085,Stark,86,True,66,31
2,76,Software Engineer,67,,nathaniel.adams.1086@gslingacademy.com,75,False,Nathaniel,male,65,84,1086,Adams,94,False,88,34
4,69,Software Engineer,94,,gabriela.martinez.1087@gslingacademy.com,80,False,Gabriela,female,71,91,1087,Martinez,95,False,94,35
3,61,Banker,64,,debra.walter.1088@gslingacademy.com,81,True,Debra,female,93,97,1088,Walter,90,False,64,25
3,82,Accountant,62,89.0,kimberly.herrera.1089@gslingacademy.com,87,False,Kimberly,female,64,69,1089,Herrera,96,False,61,19
1,83,Lawyer,62,,william.fleming.1090@gslingacademy.com,86,True,William,male,67,91,1090,Fleming,72,False,68,28
3,83,Scientist,93,,brandon.foster.1091@gslingacademy.com,84,True,Brandon,male,71,93,1091,Foster,94,True,92,31
10,81,Business Owner,70,,john.wilson.1092@gslingacademy.com,99,True,John,male,70,52,1092,Wilson,82,False,84,5
1,83,Lawyer,76,,george.kerr.1093@gslingacademy.com,89,True,George,male,94,95,1093,Kerr,94,True,83,34
7,90,Banker,62,,kenneth.gilbert.1094@gslingacademy.com,78,False,Kenneth,male,95,88,1094,Gilbert,75,False,71,34
0,62,Software Engineer,97,,jodi.price.1095@gslingacademy.com,89,False,Jodi,female,82,91,1095,Price,93,False,85,35
0,98,Accountant,63,94.0,jordan.sheppard.1096@gslingacademy.com,71,False,Jordan,male,73,64,1096,Sheppard,90,False,100,13
3,89,Accountant,72,90.0,tristan.martinez.1097@gslingacademy.com,61,False,Tristan,male,98,79,1097,Martinez,98,False,86,18
5,62,Game Developer,85,,sharon.chandler.1098@gslingacademy.com,86,False,Sharon,female,69,81,1098,Chandler,90,False,84,22
1,97,Unknown,79,,steven.allen.1099@gslingacademy.com,89,False,Steven,male,78,61,1099,Allen,92,False,96,29
5,64,Software Engineer,72,,douglas.robertson.1100@gslingacademy.com,84,False,Douglas,male,72,91,1100,Robertson,94,False,86,25
1,82,Scientist,94,,sabrina.zavala.1101@gslingacademy.com,98,False,Sabrina,female,100,78,1101,Zavala,87,False,97,37
2,72,Accountant,96,89.0,corey.merritt.1102@gslingacademy.com,74,False,Corey,male,80,88,1102,Merritt,92,False,71,14
6,61,Lawyer,100,,jennifer.salas.1103@gslingacademy.com,88,True,Jennifer,female,61,93,1103,Salas,78,False,77,32
10,91,Business Owner,91,,john.klein.1104@gslingacademy.com,55,True,John,male,71,58,1104,Klein,83,False,58,5
5,75,Software Engineer,63,,rachel.grant.1105@gslingacademy.com,92,False,Rachel,female,95,62,1105,Grant,96,False,92,34
1,93,Scientist,98,,jose.wood.1106@gslingacademy.com,90,False,Jose,male,78,63,1106,Wood,92,False,96,43
0,68,Teacher,79,,michelle.mcdonald.1107@gslingacademy.com,83,False,Michelle,female,89,87,1107,Mcdonald,69,False,70,19
0,62,Banker,96,,thomas.george.1108@gslingacademy.com,82,False,Thomas,male,77,81,1108,George,83,False,96,12
2,92,Banker,70,,charles.torres.1109@gslingacademy.com,78,False,Charles,male,93,63,1109,Torres,84,False,98,24
2,66,Banker,88,,jonathan.finley.1110@gslingacademy.com,80,True,Jonathan,male,87,71,1110,Finley,89,False,77,29
0,71,Accountant,83,88.0,diana.long.1111@gslingacademy.com,82,False,Diana,female,80,99,1111,Long,92,False,73,33
0,99,Construction Engineer,64,,jonathan.johnson.1112@gslingacademy.com,98,False,Jonathan,male,96,88,1112,Johnson,85,False,86,13
3,96,Teacher,74,,nicole.robinson.1113@gslingacademy.com,83,False,Nicole,female,98,83,1113,Robinson,93,False,81,15
3,98,Doctor,83,,rebecca.mckinney.1114@gslingacademy.com,69,False,Rebecca,female,61,62,1114,Mckinney,84,False,71,38
2,84,Real Estate Developer,99,,daniel.guerrero.1115@gslingacademy.com,91,False,Daniel,male,93,87,1115,Guerrero,86,False,92,5
3,91,Unknown,98,,jillian.dominguez.1116@gslingacademy.com,98,True,Jillian,female,96,87,1116,Dominguez,90,False,100,35
10,100,Business Owner,82,,samantha.phillips.1117@gslingacademy.com,87,True,Samantha,female,71,58,1117,Phillips,84,True,85,1
2,63,Software Engineer,72,,dylan.rogers.1118@gslingacademy.com,87,False,Dylan,male,79,74,1118,Rogers,99,False,92,28
6,82,Unknown,85,,brittany.spencer.1119@gslingacademy.com,94,False,Brittany,female,90,99,1119,Spencer,88,False,71,5
1,64,Banker,88,,melissa.terry.1120@gslingacademy.com,92,True,Melissa,female,77,87,1120,Terry,96,True,64,15
3,96,Doctor,80,,robin.perez.1121@gslingacademy.com,76,False,Robin,female,71,78,1121,Perez,69,False,60,28
1,94,Real Estate Developer,83,,veronica.hopkins.1122@gslingacademy.com,70,False,Veronica,female,88,77,1122,Hopkins,83,False,69,5
2,95,Doctor,70,,daniel.lewis.1123@gslingacademy.com,68,False,Daniel,male,68,69,1123,Lewis,68,False,76,35
8,71,Banker,72,,mallory.collins.1124@gslingacademy.com,79,True,Mallory,female,63,69,1124,Collins,76,False,86,28
2,77,Construction Engineer,76,,stephen.sosa.1125@gslingacademy.com,97,False,Stephen,male,61,89,1125,Sosa,90,False,93,16
2,61,Unknown,66,,andrew.hunter.1126@gslingacademy.com,99,False,Andrew,male,89,65,1126,Hunter,60,False,86,29
10,81,Business Owner,52,,david.hartman.1127@gslingacademy.com,97,True,David,male,79,61,1127,Hartman,82,False,83,3
6,100,Construction Engineer,94,,paul.taylor.1128@gslingacademy.com,89,False,Paul,male,85,86,1128,Taylor,93,False,88,35
2,60,Unknown,73,,brittany.simmons.1129@gslingacademy.com,77,False,Brittany,female,81,96,1129,Simmons,75,False,61,29
3,83,Accountant,87,91.0,emma.jones.1130@gslingacademy.com,81,True,Emma,female,95,100,1130,Jones,96,False,96,14
2,62,Banker,61,,matthew.aguilar.1131@gslingacademy.com,96,False,Matthew,male,60,98,1131,Aguilar,88,False,81,11
2,71,Game Developer,94,,brett.myers.1132@gslingacademy.com,93,True,Brett,male,93,60,1132,Myers,85,False,87,24
4,84,Teacher,88,,lisa.alexander.1133@gslingacademy.com,80,False,Lisa,female,97,88,1133,Alexander,86,False,64,22
4,83,Designer,87,,stephanie.allen.1134@gslingacademy.com,88,True,Stephanie,female,79,61,1134,Allen,96,False,85,12
3,62,Lawyer,81,,rebecca.clark.1135@gslingacademy.com,92,True,Rebecca,female,91,97,1135,Clark,87,False,70,28
6,87,Software Engineer,97,,andrew.sanders.1136@gslingacademy.com,84,False,Andrew,male,63,90,1136,Sanders,93,False,93,30
1,80,Writer,67,,julia.day.1137@gslingacademy.com,97,True,Julia,female,66,83,1137,Day,77,False,67,31
6,84,Business Owner,59,,amber.levy.1138@gslingacademy.com,74,True,Amber,female,77,71,1138,Levy,82,True,51,2
0,53,Accountant,92,88.0,nicole.daniel.1139@gslingacademy.com,65,False,Nicole,female,88,93,1139,Daniel,97,False,91,32
3,98,Real Estate Developer,82,,sarah.wells.1140@gslingacademy.com,99,False,Sarah,female,86,75,1140,Wells,82,False,78,3
1,96,Accountant,79,90.0,laura.stone.1141@gslingacademy.com,98,False,Laura,female,93,79,1141,Stone,97,True,64,33
3,58,Business Owner,59,,katherine.glenn.1142@gslingacademy.com,84,True,Katherine,female,82,71,1142,Glenn,73,False,76,4
4,87,Business Owner,65,,catherine.mccall.1143@gslingacademy.com,78,True,Catherine,female,76,86,1143,Mccall,71,True,68,0
2,98,Stock Investor,84,,tammy.andrews.1144@gslingacademy.com,79,False,Tammy,female,99,80,1144,Andrews,80,False,64,10
8,81,Banker,80,,kathryn.powell.1145@gslingacademy.com,82,False,Kathryn,female,64,66,1145,Powell,97,False,76,11
3,75,Game Developer,86,,michael.lutz.1146@gslingacademy.com,67,False,Michael,male,79,76,1146,Lutz,85,False,82,24
4,91,Doctor,60,,brian.myers.1147@gslingacademy.com,64,False,Brian,male,64,73,1147,Myers,80,False,70,33
2,97,Software Engineer,80,,maria.adams.1148@gslingacademy.com,95,True,Maria,female,78,83,1148,Adams,91,False,92,25
3,72,Unknown,67,,ronnie.nguyen.1149@gslingacademy.com,99,False,Ronnie,male,65,74,1149,Nguyen,84,False,74,26
1,71,Stock Investor,62,,daniel.stephens.1150@gslingacademy.com,71,False,Daniel,male,75,77,1150,Stephens,83,False,88,25
2,68,Unknown,71,,brandon.oliver.1151@gslingacademy.com,71,True,Brandon,male,69,89,1151,Oliver,78,False,95,30
2,84,Unknown,74,,david.vazquez.1152@gslingacademy.com,72,False,David,male,95,66,1152,Vazquez,86,False,77,13
1,89,Software Engineer,83,,desiree.moore.1153@gslingacademy.com,68,False,Desiree,female,61,98,1153,Moore,92,False,91,31
0,100,Teacher,84,,jessica.turner.1154@gslingacademy.com,85,False,Jessica,female,78,86,1154,Turner,67,False,99,17
6,97,Banker,83,,scott.bishop.1155@gslingacademy.com,75,False,Scott,male,97,94,1155,Bishop,84,False,60,10
3,43,Artist,41,,cassandra.flores.1156@gslingacademy.com,83,True,Cassandra,female,37,94,1156,Flores,35,True,42,5
1,93,Designer,92,,miguel.hernandez.1157@gslingacademy.com,78,True,Miguel,male,81,88,1157,Hernandez,74,True,99,19
5,70,Business Owner,52,,brittany.welch.1158@gslingacademy.com,87,True,Brittany,female,74,74,1158,Welch,82,True,83,4
3,82,Lawyer,69,,robert.ross.1159@gslingacademy.com,87,True,Robert,male,61,90,1159,Ross,91,False,64,32
5,49,Accountant,77,89.0,jennifer.white.1160@gslingacademy.com,83,False,Jennifer,female,64,66,1160,White,93,False,94,34
7,95,Government Officer,60,,rebecca.smith.1161@gslingacademy.com,78,False,Rebecca,female,89,94,1161,Smith,87,False,91,8
1,61,Unknown,63,,jessica.ferrell.1162@gslingacademy.com,71,True,Jessica,female,73,70,1162,Ferrell,60,False,61,3
1,73,Business Owner,80,,jeremy.montgomery.1163@gslingacademy.com,97,True,Jeremy,male,70,84,1163,Montgomery,71,False,86,3
9,63,Business Owner,50,,angel.gilbert.1164@gslingacademy.com,64,True,Angel,female,79,89,1164,Gilbert,80,True,63,4
1,47,Artist,39,,rebecca.roman.1165@gslingacademy.com,88,True,Rebecca,female,35,81,1165,Roman,41,False,40,5
0,75,Real Estate Developer,91,,frank.lopez.1166@gslingacademy.com,64,False,Frank,male,87,85,1166,Lopez,79,False,81,0
5,66,Game Developer,77,,thomas.hernandez.1167@gslingacademy.com,96,True,Thomas,male,68,65,1167,Hernandez,90,False,85,30
4,48,Artist,40,,crystal.miller.1168@gslingacademy.com,86,True,Crystal,female,35,91,1168,Miller,48,False,45,7
3,71,Construction Engineer,81,,nicholas.wallace.1169@gslingacademy.com,92,False,Nicholas,male,73,81,1169,Wallace,94,False,88,21
3,79,Game Developer,67,,arthur.brown.1170@gslingacademy.com,84,False,Arthur,male,69,69,1170,Brown,94,False,80,23
5,86,Business Owner,84,,corey.monroe.1171@gslingacademy.com,73,True,Corey,male,79,87,1171,Monroe,75,False,93,1
7,95,Doctor,65,,angel.green.1172@gslingacademy.com,70,False,Angel,female,76,61,1172,Green,70,False,72,49
3,79,Teacher,60,,tina.anderson.1173@gslingacademy.com,89,False,Tina,female,66,80,1173,Anderson,70,False,89,16
6,78,Government Officer,61,,rebecca.khan.1174@gslingacademy.com,83,False,Rebecca,female,86,85,1174,Khan,92,False,86,9
1,97,Banker,66,,terry.dean.1175@gslingacademy.com,93,False,Terry,male,91,70,1175,Dean,82,True,86,20
7,92,Construction Engineer,62,,tyler.martin.1176@gslingacademy.com,68,True,Tyler,male,76,73,1176,Martin,86,False,94,16
1,79,Stock Investor,74,,derrick.hartman.1177@gslingacademy.com,92,False,Derrick,male,64,79,1177,Hartman,89,False,64,13
0,93,Unknown,83,,mark.stevens.1178@gslingacademy.com,88,False,Mark,male,97,71,1178,Stevens,60,False,91,30
3,82,Unknown,60,,scott.tate.1179@gslingacademy.com,81,False,Scott,male,63,60,1179,Tate,67,False,99,7
3,97,Doctor,66,,melissa.deleon.1180@gslingacademy.com,66,False,Melissa,female,67,77,1180,Deleon,71,False,82,38
4,74,Stock Investor,77,,nicole.newman.1181@gslingacademy.com,94,False,Nicole,female,61,72,1181,Newman,81,False,61,7
1,93,Unknown,60,,brent.burton.1182@gslingacademy.com,77,False,Brent,male,73,62,1182,Burton,89,False,79,8
0,70,Real Estate Developer,65,,victor.bright.1183@gslingacademy.com,65,False,Victor,male,93,95,1183,Bright,83,False,62,8
9,97,Construction Engineer,75,,kenneth.turner.1184@gslingacademy.com,98,True,Kenneth,male,76,85,1184,Turner,92,False,86,11
3,60,Software Engineer,81,,lisa.bailey.1185@gslingacademy.com,83,True,Lisa,female,75,78,1185,Bailey,92,False,93,30
3,74,Unknown,86,,nancy.fowler.1186@gslingacademy.com,91,True,Nancy,female,66,66,1186,Fowler,86,False,84,11
2,93,Accountant,94,87.0,gabriel.wilson.1187@gslingacademy.com,91,False,Gabriel,male,88,86,1187,Wilson,96,False,89,35
7,91,Business Owner,78,,andrea.barrett.1188@gslingacademy.com,74,True,Andrea,female,84,81,1188,Barrett,83,False,58,4
9,84,Real Estate Developer,86,,jessica.williams.1189@gslingacademy.com,67,True,Jessica,female,85,94,1189,Williams,83,False,75,6
1,97,Doctor,71,,hector.cox.1190@gslingacademy.com,74,False,Hector,male,66,83,1190,Cox,63,False,74,33
1,100,Real Estate Developer,75,,michelle.mendoza.1191@gslingacademy.com,62,False,Michelle,female,90,60,1191,Mendoza,86,False,70,1
3,87,Designer,62,,adam.wallace.1192@gslingacademy.com,86,True,Adam,male,98,92,1192,Wallace,75,False,70,11
7,92,Stock Investor,63,,kelly.harris.1193@gslingacademy.com,75,False,Kelly,female,79,83,1193,Harris,87,False,81,21
3,78,Banker,72,,anthony.clark.1194@gslingacademy.com,99,False,Anthony,male,67,66,1194,Clark,80,False,67,24
